Customer ID,Customer Name,Segment,Country,State,City,Postal Code,Region
BG-11035,Barry Gonzalez,Consumer,United States,Louisiana,Monroe,71203,South
BW-11065,Barry Weirich,Consumer,United States,North Carolina,Raleigh,27604,South
MG-18205,Mitch Gastineau,Corporate,United States,Florida,Jacksonville,32216,South
DO-13645,Doug O'Connell,Consumer,United States,California,Los Angeles,90036,West
BP-11050,Barry Pond,Corporate,United States,Rhode Island,Cranston,2920,East
TS-21655,Trudy Schmidt,Consumer,United States,Wisconsin,Milwaukee,53209,Central
EM-14200,Evan Minnotte,Home Office,United States,Virginia,Virginia Beach,23464,South
AO-10810,Anthony O'Donnell,Corporate,United States,California,Los Angeles,90045,West
MH-17440,Mark Haberlin,Corporate,United States,New York,New York City,10035,East
SS-20515,Shirley Schmidt,Home Office,United States,Kentucky,Louisville,40214,South
LD-16855,Lela Donovan,,United States,,,60653,Central
VP-21760,Victoria Pisteka,Corporate,United States,California,San Francisco,94109,West
TC-21145,Theresa Coyne,Corporate,United States,New Jersey,Lakewood,8701,East
IM-15055,Ionia McGrath,Consumer,United States,California,Roseville,95661,West
AR-10570,Anemone Ratner,Consumer,United States,Georgia,Columbus,31907,South
CM-12715,Craig Molinari,Corporate,United States,Texas,Huntsville,77340,Central
FW-14395,Fred Wasserman,,United States,,,35810,South
LC-16960,Lindsay Castell,Home Office,United States,Virginia,Arlington,22204,South
HE-14800,Harold Engle,Corporate,United States,Illinois,Chicago,60623,Central
BD-11560,Brendan Dodson,Home Office,United States,California,Fresno,93727,West
HD-14785,Harold Dahlen,Home Office,United States,Pennsylvania,Philadelphia,19143,East
CJ-11875,Carl Jackson,Corporate,United States,Pennsylvania,Philadelphia,19140,East
RS-19870,Roy Skaria,Home Office,United States,Iowa,Burlington,52601,Central
SC-20845,Sung Chung,Consumer,United States,Illinois,Arlington Heights,60004,Central
RE-19405,Ricardo Emerson,Consumer,United States,Ohio,Kent,44240,East
SM-20905,Susan MacKendrick,Consumer,United States,Ohio,Newark,43055,East
